LS,FS,RS,Theta_d,vel_R,vel_L
0.0246,0.1073,0.1009,0.5754,3.5624,3.6807
0.0677,0.1153,0.0344,0.5772,2.0183,5.3479
0.0373,0.1201,0.1394,0.5136,0.8546,6.5474
0.1359,0.1196,0.1262,0.5056,-0.1702,8.4974
0.0129,0.0301,0.1284,0.4674,4.3764,2.7159
0.1086,0.0967,0.1069,0.5667,3.9489,4.1393
0.0264,0.1121,0.1346,0.4832,2.9923,4.2734
0.0949,0.133,0.0983,0.4987,-0.1305,8.1992
0.1184,0.1001,0.1418,0.5553,3.8677,4.2564
0.04,0.0837,0.025,0.4569,4.0694,3.1788
0.025,0.1186,0.1272,0.5645,3.5064,3.7418
0.0916,0.1079,0.0718,0.5479,2.3029,5.5084
0.0346,0.0656,0.0743,0.5068,-0.6909,8.0591
0.119,0.0076,0.1408,0.4392,3.6612,3.3624
0.0099,0.0514,0.0843,0.4508,4.9267,2.1266
0.1196,0.0891,0.0169,0.5736,1.8766,5.268
0.1132,0.045,0.0895,0.5222,2.1025,5.3939
0.0692,0.0914,0.0094,0.5555,1.8147,5.2325
0.0592,0.0514,0.0718,0.4901,7.2754,0.298
0.0533,0.1171,0.1281,0.4417,5.2643,2.3316
0.1127,0.1427,0.0192,0.576,1.8957,5.2787
0.0816,0.0813,0.0313,0.4596,4.1873,3.1398
0.0453,0.1383,0.0264,0.4426,3.8134,3.4522
0.0573,0.05,0.1015,0.5739,3.7148,3.8421
0.0151,0.0457,0.0825,0.4496,4.9752,2.1458
0.0536,0.0539,0.1036,0.552,3.5488,4.0502
0.0889,0.125,0.08,0.5004,8.4346,-0.53
0.0923,0.1401,0.06,0.5549,2.2155,5.4593
0.0337,0.0509,0.04,0.5605,3.5285,3.8285
0.1273,0.0917,0.1049,0.4975,9.3461,-1.3122
0.1077,0.0076,0.063,0.4924,7.7297,-0.7061
0.0354,0.0716,0.0587,0.4803,3.4371,3.9414
0.0317,0.0481,0.0762,0.5552,3.4565,3.8758
0.0804,0.0036,0.1013,0.55,3.1858,3.7845
0.0672,0.1247,0.0863,0.4556,5.0967,2.6622
0.1366,0.0471,0.0237,0.4856,6.3215,0.9103
0.0942,0.0496,0.1345,0.5586,3.6093,3.9425
0.0069,0.078,0.1295,0.5572,3.3173,3.697
0.0307,0.0037,0.0483,0.4326,3.5845,3.3878
0.0467,0.0064,0.0983,0.5665,3.3985,3.6098
0.0027,0.0293,0.03,0.5767,3.4238,3.5352
0.0283,0.1021,0.0702,0.4319,5.2288,2.0614
0.1009,0.0721,0.0149,0.4796,5.4321,1.6869
0.1267,0.0047,0.0843,0.5736,3.4248,3.5608
0.0812,0.0333,0.0047,0.4451,3.7094,3.2763
0.0073,0.0304,0.0197,0.5176,1.225,5.7945
0.0942,0.0639,0.1073,0.4771,5.3824,2.3386
0.0014,0.0606,0.1372,0.5402,2.9145,4.0271
0.057,0.0119,0.0513,0.529,2.4285,4.6515
0.0086,0.0786,0.1238,0.4346,5.1178,1.9192
0.027,0.0587,0.0698,0.4323,5.2202,2.0536
0.0427,0.1374,0.0986,0.5383,3.1335,4.3342
0.1164,0.0903,0.0232,0.4635,4.2874,2.9372
0.0649,0.0633,0.0254,0.5176,4.0858,3.1675
0.0582,0.0369,0.1009,0.4989,9.8492,-2.4522
0.0001,0.1274,0.0555,0.5697,3.375,3.5491
0.14,0.0677,0.1238,0.4489,4.1402,3.625
0.0087,0.0794,0.0833,0.4326,5.1317,1.9063
0.0314,0.0036,0.0463,0.5698,3.3991,3.5712
0.1199,0.1303,0.0728,0.4927,7.931,-0.1074
0.086,0.0654,0.1059,0.55,3.5885,4.15
0.0502,0.0136,0.059,0.543,3.091,4.0115
0.0554,0.037,0.0121,0.558,1.8369,5.2451
0.126,0.1019,0.0124,0.5053,6.1774,0.9087
0.079,0.0169,0.1429,0.5524,3.318,3.8266
0.0039,0.0359,0.0154,0.5564,3.2871,3.6872
0.0943,0.0964,0.0426,0.5339,2.0822,5.3845
0.131,0.1249,0.0266,0.4992,9.9708,-2.7021
0.0593,0.1233,0.0746,0.5167,1.5411,6.1255
0.0874,0.1329,0.1003,0.4919,1.8041,6.1826
0.0606,0.084,0.1126,0.4918,1.6188,6.0633
0.0607,0.0394,0.0344,0.5191,4.138,3.2282
0.055,0.102,0.0992,0.5286,2.7185,4.898
0.1269,0.1246,0.0673,0.515,4.3199,3.4401
0.0211,0.0714,0.1165,0.4457,5.0662,2.1318
0.1349,0.1416,0.0297,0.519,4.1111,3.1966
0.0027,0.0267,0.0447,0.551,3.1978,3.7612
0.0013,0.0531,0.0354,0.549,3.1502,3.7903
0.0156,0.0231,0.0593,0.4513,4.9458,2.1824
0.0403,0.1223,0.0284,0.4904,7.2862,0.0051
0.0111,0.0991,0.0363,0.4787,3.4632,3.6065
0.0667,0.0721,0.1245,0.4559,5.0866,2.6662
0.1214,0.1011,0.0668,0.54,2.2664,5.4885
0.0707,0.0046,0.0289,0.5311,2.5105,4.4731
0.0059,0.0307,0.1139,0.5302,2.463,4.538
0.044,0.1389,0.1192,0.5328,2.8959,4.5882
0.1033,0.1351,0.0643,0.4864,6.5902,1.135
0.0889,0.0041,0.0587,0.4918,7.5634,-0.586
0.1093,0.0547,0.0875,0.4921,7.7467,-0.1344
0.0309,0.1149,0.0793,0.5436,3.2259,4.0961
0.1363,0.0529,0.0094,0.4469,3.7649,3.2823
0.0121,0.0036,0.1218,0.5154,0.8511,6.1191
0.0193,0.1279,0.0364,0.5496,3.286,3.8894
0.1369,0.11,0.1059,0.4611,4.6269,3.5587
0.071,0.1093,0.0276,0.5028,8.3692,-1.0881
0.0507,0.096,0.012,0.4388,3.685,3.396
0.0009,0.0889,0.1414,0.4861,2.3307,4.6047
0.0019,0.1081,0.0567,0.561,3.3241,3.6246
0.1412,0.0523,0.0822,0.4709,4.8352,2.7483
0.0444,0.0756,0.0808,0.4993,-0.8713,8.3605
0.0803,0.0629,0.1105,0.4747,5.1656,2.5432
0.0684,0.1096,0.0829,0.4829,3.3124,4.4599
0.1372,0.0894,0.1079,0.4601,4.5143,3.4939
0.0204,0.0309,0.0612,0.5215,1.8312,5.3585
0.0039,0.0131,0.1316,0.4503,4.9058,2.0686
0.0584,0.0731,0.0096,0.4898,7.1013,-0.051
0.0642,0.0183,0.0466,0.5774,3.5287,3.6344
0.11,0.1261,0.1052,0.5383,2.5391,5.6393
0.071,0.0893,0.0896,0.5367,3.2563,4.5457
0.099,0.0887,0.1122,0.5225,2.4554,5.5456
0.133,0.0261,0.1142,0.5064,-0.8986,8.1612
0.0404,0.0699,0.064,0.4953,0.4864,6.9536
0.0477,0.0424,0.0373,0.5287,4.1546,3.2475
0.096,0.0961,0.1208,0.4885,2.5889,5.4911
0.1403,0.0226,0.0213,0.4957,8.7127,-1.5117
0.0094,0.0129,0.0572,0.5169,1.1415,5.9057
0.1156,0.0791,0.0593,0.4884,6.9428,0.7239
0.1033,0.1373,0.1062,0.4238,5.5809,2.577
0.0649,0.0523,0.0252,0.4583,4.1111,3.1391
0.0873,0.1406,0.0356,0.4561,4.1087,3.2718
0.0977,0.035,0.0362,0.4836,6.0434,1.33
0.0909,0.1129,0.1123,0.5678,3.923,4.1016
0.0191,0.0537,0.1238,0.4355,5.1613,2.011
0.0512,0.107,0.0565,0.5454,3.4049,4.1653
0.1414,0.0567,0.0682,0.4927,7.9027,-0.2669
0.087,0.0446,0.0009,0.484,5.9757,0.9597
0.0266,0.0934,0.0234,0.4966,9.0137,-1.786
0.0006,0.0387,0.0645,0.4768,3.5968,3.3345
0.0787,0.1084,0.1134,0.5683,3.8567,4.0326
0.0756,0.0644,0.1166,0.4329,3.9574,3.7687
0.0964,0.0509,0.0516,0.4928,7.9175,-0.3503
0.0952,0.0049,0.0512,0.4904,7.2258,-0.2381
0.0886,0.0259,0.0525,0.5676,3.5331,3.7264
0.0974,0.0921,0.0174,0.5742,1.8809,5.2699
0.108,0.0294,0.0628,0.5196,1.6818,5.6218
0.0427,0.0801,0.0312,0.5108,6.2463,1.0798
0.064,0.0513,0.1382,0.548,3.4628,4.1095
0.0161,0.1063,0.0879,0.439,5.1183,2.0161
0.0393,0.0741,0.1299,0.5583,3.5423,3.8844
0.0894,0.1223,0.0294,0.5184,4.109,3.1945
0.1002,0.0051,0.0116,0.5323,2.5853,4.4054
0.1116,0.1353,0.0435,0.4327,3.8339,3.644
0.0383,0.1123,0.031,0.433,3.7603,3.5638
0.0376,0.0046,0.1021,0.422,3.5425,3.441
0.1417,0.0504,0.0009,0.5346,1.7429,5.1925
0.0321,0.1409,0.0959,0.5725,3.598,3.7395
0.0536,0.1224,0.0156,0.5643,1.8658,5.2624
0.1229,0.0704,0.1209,0.512,0.8539,6.942
0.1262,0.0943,0.1078,0.4941,8.3251,-0.2636
0.0546,0.0187,0.0793,0.5752,3.5238,3.6444
0.0886,0.0559,0.0214,0.5148,4.0621,3.14
0.0424,0.0273,0.0456,0.5072,-0.6602,7.9371
0.0361,0.0186,0.0523,0.5304,2.5729,4.5933
0.1239,0.0984,0.0838,0.5158,4.406,3.5406
0.1422,0.0596,0.1192,0.5105,0.4533,7.2175
0.1096,0.0311,0.0993,0.5611,3.5175,3.8076
0.1223,0.0186,0.0583,0.4236,3.6378,3.5283
0.0014,0.0874,0.0319,0.4609,4.6076,2.3339
0.1412,0.0751,0.0719,0.4417,4.0696,3.7427
0.0483,0.1289,0.054,0.5004,-2.6803,10.2167
0.0244,0.1373,0.0482,0.5062,-0.9719,8.2119
0.0217,0.1136,0.1205,0.555,3.3885,3.8177
0.0436,0.12,0.1041,0.5237,2.2391,5.2398
0.0782,0.1299,0.1352,0.5475,3.6173,4.2668
0.0273,0.057,0.0469,0.5758,3.5808,3.6961
0.1279,0.0961,0.0486,0.5601,2.1287,5.4108
0.131,0.1056,0.0237,0.441,3.7803,3.4515
0.0446,0.0946,0.0426,0.5492,2.0822,5.3845
0.0733,0.1141,0.011,0.4306,3.6205,3.4472
0.0016,0.1303,0.1291,0.4376,5.0602,1.8844
0.0897,0.0997,0.1352,0.4212,5.5358,2.4755
0.0087,0.007,0.0795,0.5648,3.3899,3.6255
0.1137,0.002,0.0723,0.4887,6.8389,0.1109
0.092,0.1071,0.0207,0.4896,7.0854,0.1085
0.1422,0.0041,0.1123,0.422,3.5395,3.4379
0.1263,0.1137,0.1179,0.487,6.8302,1.4364
0.0797,0.0371,0.0785,0.4478,3.9479,3.4511
0.1426,0.0677,0.0001,0.4702,4.5163,2.4078
0.0177,0.0144,0.0679,0.5515,3.2871,3.8257
0.0683,0.008,0.0142,0.4919,7.601,-0.5723
0.1356,0.0234,0.0818,0.4246,3.6724,3.5553
0.1089,0.125,0.1286,0.4737,4.4776,3.7399
0.1374,0.1116,0.0149,0.4318,3.6519,3.4671
0.0699,0.042,0.0339,0.526,4.1352,3.2248
0.1166,0.0877,0.0364,0.4751,5.0763,2.3145
0.1419,0.0313,0.1192,0.5221,1.9835,5.3437
0.0247,0.0373,0.0623,0.5023,-2.2447,9.4888
0.0337,0.1257,0.0037,0.4569,3.9416,3.0307
0.0606,0.1073,0.1358,0.5742,3.7795,3.9025
0.057,0.0714,0.0557,0.5226,4.2575,3.3671
0.0846,0.139,0.1003,0.4472,5.3326,2.6233
0.0176,0.0353,0.1275,0.5295,2.5058,4.648
0.1333,0.0031,0.077,0.4595,4.0188,2.9453
0.0121,0.1274,0.1082,0.428,5.1722,1.9099
0.1384,0.0007,0.0676,0.4444,3.6746,3.2577
0.1076,0.1024,0.016,0.5358,1.8693,5.264
0.005,0.0346,0.0696,0.5548,3.2736,3.7161
0.0709,0.0959,0.029,0.5674,1.9749,5.3235
0.09,0.1296,0.0216,0.5393,1.915,5.2901
0.1114,0.0757,0.1181,0.5219,2.3023,5.5541
0.0376,0.022,0.0592,0.509,-0.2559,7.4662
0.094,0.0687,0.005,0.4655,4.2759,2.7139
0.0994,0.1219,0.0402,0.5767,2.0636,5.3733
0.108,0.013,0.1138,0.5565,3.3503,3.744
0.008,0.0737,0.0377,0.4283,5.1514,1.8774
0.0449,0.1384,0.1126,0.4819,3.2959,4.1985
0.0519,0.0379,0.0496,0.5785,3.6569,3.7524
0.098,0.0474,0.1282,0.4883,6.8909,0.6343
0.0877,0.088,0.0716,0.517,4.3427,3.4666
0.1037,0.0621,0.1235,0.4915,7.618,0.0815
0.0073,0.0671,0.0619,0.5365,2.813,4.2065
0.0221,0.0944,0.0705,0.4645,4.5723,2.639
0.0153,0.0611,0.0287,0.5118,0.3011,6.823
0.0539,0.0034,0.0912,0.4621,4.1156,2.8526
0.0426,0.0019,0.003,0.4747,4.8714,2.0774
0.0579,0.0881,0.0659,0.5761,3.7705,3.8798
0.0483,0.0826,0.1122,0.4923,1.3916,6.1448
0.0766,0.0313,0.0951,0.5055,-1.101,8.4282
0.1086,0.0521,0.1012,0.4948,8.4733,-0.8918
0.0536,0.0986,0.1121,0.4499,5.1539,2.4451
0.0629,0.1176,0.1033,0.5665,3.7547,3.954
0.1279,0.0809,0.0979,0.4218,4.0037,3.9111
0.0534,0.0966,0.0856,0.5501,3.5158,4.0812
0.0074,0.0256,0.1141,0.4962,-0.1331,7.1546
0.0923,0.0843,0.0206,0.4394,3.7445,3.4473
0.0089,0.067,0.1395,0.4351,5.1158,1.9253
0.081,0.091,0.0472,0.5358,2.1183,5.4047
0.095,0.0401,0.0951,0.5011,-2.5045,9.9404
0.1153,0.0071,0.0395,0.5416,3.0022,4.0153
0.0157,0.0164,0.1212,0.4751,3.8512,3.278
0.1259,0.1023,0.0562,0.5661,2.1872,5.4436
0.0061,0.0696,0.0446,0.5139,0.6138,6.3903
0.0564,0.0376,0.0735,0.4866,6.5425,0.8626
0.128,0.074,0.0114,0.5002,8.3457,-1.2719
0.11,0.0406,0.1095,0.5149,1.1049,6.3372
0.081,0.0467,0.1121,0.5549,3.5481,3.9689
0.067,0.1244,0.064,0.527,4.3024,3.4196
0.0922,0.0949,0.0515,0.5262,4.2341,3.3402
0.1017,0.1373,0.1387,0.4991,-0.2106,8.3521
0.0454,0.1377,0.1405,0.4471,5.1619,2.3397
0.0497,0.0867,0.0718,0.4812,3.4171,4.1357
0.055,0.03,0.0708,0.5449,3.254,4.0568
0.0231,0.1146,0.0543,0.4303,5.2128,2.0108
0.1164,0.0334,0.0708,0.4962,8.8893,-1.5354
0.0977,0.1309,0.0891,0.5617,2.4275,5.5777
0.0876,0.0477,0.1116,0.4905,7.3561,0.1732
0.1052,0.0686,0.0989,0.5231,2.3684,5.407
0.1112,0.0123,0.0988,0.5304,2.5258,4.5593
0.051,0.055,0.1348,0.5025,-1.8512,9.4194
0.0653,0.0734,0.0555,0.564,2.182,5.4405
0.0757,0.0301,0.1102,0.5524,3.4056,3.9073
0.0979,0.0297,0.1294,0.5211,1.8627,5.445
0.0197,0.0409,0.0419,0.4499,4.9929,2.1876
0.1154,0.1046,0.1388,0.5398,3.5726,4.5987
0.0066,0.0761,0.0552,0.571,3.4257,3.5846
0.0193,0.0854,0.0249,0.5028,-2.1306,9.306
0.0727,0.1224,0.1359,0.4937,1.2316,6.591
0.1109,0.0747,0.1086,0.5207,2.1682,5.6769
0.0782,0.1341,0.1159,0.5145,1.3605,6.5236
0.1139,0.0116,0.1421,0.5176,1.2631,5.8128
0.0406,0.0123,0.0046,0.4864,6.3938,0.5898
0.0696,0.0806,0.1076,0.4819,3.4532,4.3335
0.0712,0.0027,0.1126,0.5481,3.1413,3.8177
0.0592,0.0054,0.0965,0.5751,3.4356,3.5593
0.007,0.0487,0.1011,0.5511,3.2295,3.7858
0.0099,0.0917,0.053,0.4401,5.0777,1.9756
0.0337,0.0764,0.1053,0.5001,-2.9932,10.3501
0.0399,0.1086,0.1073,0.5404,3.1897,4.2441
0.1057,0.0557,0.1022,0.4408,3.9687,3.6559
0.0131,0.097,0.1186,0.4739,3.9386,3.1568
0.1179,0.1294,0.1021,0.4828,6.1682,1.9774
0.0213,0.0537,0.0137,0.5647,1.8502,5.2534
0.0009,0.0477,0.0296,0.5049,-1.6434,8.5787
0.1379,0.027,0.0104,0.5398,1.8231,5.2374
0.0497,0.0286,0.0416,0.4835,6.0052,1.2881
0.0634,0.0613,0.0337,0.5011,8.3768,-1.0199
0.1306,0.0424,0.1285,0.5341,2.9509,4.5137
0.0797,0.0017,0.0132,0.5154,0.8333,6.1123
0.0156,0.0863,0.1025,0.5117,0.2811,6.8471
0.0143,0.114,0.0995,0.5547,3.335,3.7757
0.1009,0.1051,0.0596,0.5391,2.2125,5.4582
0.0543,0.1149,0.073,0.5244,2.3842,5.224
0.017,0.1417,0.0941,0.4987,-0.9356,8.0812
0.1349,0.0046,0.1083,0.4422,3.6725,3.3111
0.122,0.0247,0.0693,0.4389,3.7653,3.4788
0.0666,0.0299,0.0572,0.576,3.598,3.7117
0.0423,0.0711,0.1115,0.4726,4.2095,3.2531
0.0046,0.0671,0.1201,0.4944,0.4104,6.5732
0.0606,0.0513,0.0623,0.5212,2.0451,5.5272
0.0233,0.0467,0.0742,0.5066,-0.8705,8.0972
0.0702,0.0459,0.0506,0.5395,3.1986,4.3081
0.0017,0.0601,0.1123,0.4745,3.8168,3.1288
0.0064,0.1293,0.0071,0.4816,3.0755,3.9327
0.0939,0.1226,0.0374,0.573,2.0419,5.3612
0.1004,0.0911,0.0665,0.5383,2.2639,5.4869
0.07,0.0539,0.0743,0.5728,3.7336,3.8695
0.0663,0.0546,0.0959,0.5383,3.2125,4.3987
0.1157,0.1209,0.0457,0.5635,2.1064,5.3982
0.0291,0.0927,0.0606,0.4592,4.8115,2.488
0.1147,0.1079,0.1262,0.57,4.0263,4.1798
0.1283,0.1147,0.0332,0.4321,3.7681,3.5826
0.1347,0.1349,0.1132,0.5064,6.5089,1.7526
0.0447,0.0454,0.0555,0.5058,-0.8657,8.358
0.1017,0.0874,0.1368,0.4326,4.0835,3.9031
0.0239,0.1044,0.0334,0.4463,5.0712,2.1626
0.0209,0.1107,0.1344,0.4973,-0.3722,7.5681
0.0286,0.0929,0.1036,0.5753,3.5869,3.7064
0.018,0.0627,0.1326,0.4441,5.0727,2.0863
0.0044,0.1261,0.1188,0.5542,3.2613,3.7202
0.073,0.0273,0.055,0.424,3.6942,3.5827
0.099,0.0377,0.0415,0.5341,2.9182,4.489
0.1074,0.006,0.0066,0.4768,5.0866,1.9165
0.1393,0.1094,0.0636,0.4775,5.4191,2.2978
0.0226,0.0896,0.0863,0.4483,5.0348,2.1826
0.0573,0.0041,0.1048,0.5685,3.3953,3.5822
0.1053,0.009,0.0832,0.4835,5.9284,1.1136
0.0609,0.0563,0.0772,0.563,3.6909,3.9409
0.0719,0.1406,0.002,0.5181,3.9456,3.0042
0.0304,0.0547,0.1289,0.4689,4.3888,2.9271
0.0569,0.0779,0.0517,0.5393,2.1525,5.4239
0.1193,0.0627,0.0199,0.4827,5.8557,1.3279
0.0507,0.0287,0.0595,0.5636,3.5233,3.7711
0.0047,0.1384,0.0696,0.5215,1.6992,5.2864
0.1296,0.0021,0.0668,0.4441,3.6793,3.2714
0.0417,0.069,0.0815,0.5431,3.2835,4.1719
0.0053,0.0121,0.058,0.4864,2.3139,4.68
0.1386,0.0039,0.0326,0.4372,3.6192,3.3552
0.1009,0.0776,0.1309,0.4254,3.9965,3.8804
0.14,0.0751,0.1214,0.4323,4.0147,3.8345
0.1294,0.0849,0.0393,0.5774,2.0569,5.3698
0.0116,0.1336,0.1345,0.527,2.2766,4.7993
0.1303,0.1286,0.0044,0.4792,5.3372,1.6443
0.1369,0.0386,0.026,0.5341,1.9507,5.3098
0.1146,0.1224,0.0189,0.429,3.6623,3.508
0.0692,0.0906,0.0322,0.5264,4.1252,3.2133
0.092,0.1047,0.1372,0.5349,3.3117,4.7252
0.028,0.048,0.0572,0.4957,0.2419,7.0442
0.0133,0.0631,0.0542,0.4698,4.2375,2.8609
0.0534,0.0751,0.1116,0.5494,3.5033,4.0936
0.067,0.126,0.1022,0.4508,5.1978,2.5581
0.102,0.128,0.1125,0.5304,3.1443,5.0003
0.0577,0.0177,0.1259,0.5035,-1.9054,9.0603
0.0381,0.1177,0.0019,0.5241,3.9451,3.0036
0.0697,0.0113,0.0143,0.5785,3.4868,3.585
0.1197,0.0053,0.0417,0.4585,3.9996,2.9942
0.1183,0.0523,0.1205,0.5092,0.0946,7.489
0.0407,0.0583,0.1254,0.5582,3.5499,3.8942
0.0164,0.0996,0.01,0.461,4.1132,2.9422
0.0846,0.1267,0.0357,0.5549,2.0283,5.3543
0.0596,0.0753,0.0995,0.4346,5.3524,2.3183
0.1196,0.0057,0.1201,0.5259,2.1397,4.8592
0.0943,0.0934,0.1216,0.4863,6.6596,1.3927
0.1317,0.031,0.0886,0.5145,0.9531,6.371
0.0697,0.069,0.0896,0.4747,5.1929,2.5866
0.0667,0.0629,0.1102,0.5474,3.5224,4.1863
0.0031,0.0514,0.1409,0.4485,4.9342,2.0299
0.0483,0.0254,0.0688,0.4225,3.6778,3.5755
0.0094,0.0373,0.1132,0.5777,3.4716,3.5756
0.1359,0.1061,0.1391,0.4894,7.2544,0.9333
0.074,0.0603,0.0543,0.4481,4.0527,3.5555
0.0147,0.0609,0.0479,0.5009,-2.9157,10.0316
0.125,0.0796,0.1259,0.5386,3.3834,4.5171
0.1314,0.0343,0.0257,0.5792,1.9484,5.3091
0.0949,0.1319,0.0749,0.5504,2.3258,5.5214
0.048,0.003,0.0036,0.51,-0.2176,7.1807
0.0954,0.067,0.0064,0.5089,6.1555,0.8527
0.0592,0.0433,0.1178,0.4808,5.6998,1.7761
0.1193,0.1113,0.0287,0.4719,4.7862,2.5082
0.0196,0.0913,0.1171,0.4795,3.4281,3.7514
0.1423,0.1101,0.1225,0.5505,3.8544,4.3753
0.0944,0.0714,0.0532,0.4806,5.714,1.8809
0.0227,0.0363,0.0778,0.4349,5.1827,2.0357
0.0759,0.1413,0.0766,0.5214,2.2525,5.6059
0.1007,0.0211,0.1126,0.448,3.8543,3.3436
0.14,0.0571,0.0406,0.4356,3.8354,3.6066
0.0379,0.0921,0.0103,0.4983,9.6239,-2.5644
0.1204,0.0081,0.1379,0.4667,4.3533,2.6764
0.1204,0.0537,0.0735,0.4629,4.4308,3.1703
0.023,0.0884,0.0199,0.4656,4.3654,2.8182
0.1304,0.1174,0.0633,0.4719,4.9562,2.7577
0.0823,0.075,0.0719,0.4652,4.6209,3.1914
0.0019,0.0893,0.1045,0.5617,3.3302,3.6185
0.0582,0.0834,0.0713,0.5194,1.8909,5.7635
0.0466,0.0416,0.1399,0.5564,3.5348,3.9195
0.1216,0.0997,0.085,0.5232,4.4122,3.5478
0.0612,0.002,0.0959,0.5084,-0.6217,7.5715
0.0832,0.086,0.0036,0.4229,3.5388,3.4315
0.0481,0.1056,0.0782,0.5655,3.659,3.8743
0.0326,0.1299,0.1019,0.5706,3.5924,3.7512
0.078,0.0903,0.1244,0.4648,4.8406,3.0414
0.0573,0.0576,0.062,0.5414,3.335,4.3081
0.0789,0.0319,0.0479,0.5296,2.6196,4.7148
0.0916,0.1017,0.1053,0.4508,5.3044,2.7284
0.1232,0.1006,0.0142,0.5417,1.8545,5.2552
0.083,0.0859,0.0226,0.4896,7.09,0.1274
0.0912,0.0257,0.0895,0.4965,8.9849,-1.7275
0.002,0.076,0.08,0.4476,4.9433,2.0065
0.1022,0.0713,0.0187,0.4648,4.3208,2.8475
0.0882,0.1184,0.1059,0.4951,0.9721,7.0238
0.0446,0.0509,0.1384,0.428,5.3229,2.1684
0.0909,0.0604,0.0768,0.5175,1.6644,6.0156
0.1247,0.0839,0.1019,0.4747,5.2577,2.69
0.1002,0.001,0.1335,0.5626,3.3323,3.6041
0.092,0.1189,0.0999,0.5314,3.1384,4.8986
0.0762,0.0217,0.0147,0.4943,8.2776,-1.1617
0.0046,0.1171,0.0463,0.4796,3.3166,3.667
0.1187,0.0953,0.0882,0.4468,4.2194,3.7765
0.0569,0.0096,0.1079,0.443,3.7138,3.3365
0.0886,0.1046,0.084,0.5764,2.3912,5.5575
0.0349,0.064,0.0845,0.5048,-1.2751,8.6474
0.0884,0.119,0.1318,0.5451,3.6246,4.3723
0.0793,0.0711,0.064,0.5393,2.2456,5.4765
0.1174,0.0401,0.0709,0.5632,3.5921,3.8438
0.0593,0.1046,0.0162,0.4304,3.6526,3.4828
0.0284,0.0599,0.1198,0.4355,5.2056,2.0857
0.012,0.0399,0.0545,0.4608,4.6681,2.4129
0.0027,0.0576,0.1168,0.4753,3.7529,3.2061
0.0021,0.0099,0.1184,0.4803,3.2143,3.7365
0.0857,0.0067,0.0397,0.5154,0.8804,6.1309
0.1112,0.0389,0.0176,0.4563,4.0093,3.1445
0.1159,0.0163,0.1048,0.4739,4.8752,2.2612
0.0907,0.0746,0.003,0.5455,1.7607,5.2024
0.0999,0.0361,0.0938,0.4606,4.2484,3.1383
0.1057,0.0657,0.1142,0.478,5.479,2.2625
0.1344,0.0064,0.1314,0.438,3.6427,3.3655
0.0817,0.094,0.084,0.5014,-1.898,9.8211
0.0189,0.0379,0.1144,0.5521,3.3266,3.8437
0.0937,0.015,0.0415,0.5633,3.4315,3.6885
0.11,0.1144,0.0655,0.4475,4.1065,3.633
0.0784,0.0154,0.1292,0.4875,6.6361,0.489
0.0171,0.1069,0.0698,0.4588,4.7626,2.384
0.0256,0.0251,0.0539,0.5051,-1.2921,8.5413
0.0873,0.0441,0.0455,0.4513,4.0498,3.4353
0.0441,0.1066,0.1359,0.5513,3.4775,4.0076
0.0664,0.0914,0.0509,0.471,4.8345,2.7327
0.0253,0.0787,0.0572,0.4913,1.4437,5.8076
0.0753,0.1014,0.1212,0.5589,3.7666,4.0846
0.0837,0.1236,0.1334,0.5096,0.4789,7.4667
0.0972,0.011,0.0326,0.4607,4.1071,2.9606
0.0619,0.0677,0.0079,0.5599,1.8019,5.2258
0.0249,0.0146,0.0522,0.4307,3.6438,3.4711
0.1266,0.0113,0.0243,0.5401,2.9826,4.0892
0.0301,0.069,0.0765,0.5604,3.5052,3.8076
0.0783,0.0233,0.0429,0.4669,4.4494,2.7772
0.116,0.1336,0.0862,0.5524,2.407,5.5663
0.111,0.0726,0.0602,0.441,3.9968,3.6801
0.1177,0.1299,0.0718,0.5476,2.3029,5.5084
0.014,0.0291,0.0822,0.5335,2.7173,4.3894
0.1146,0.0763,0.1419,0.5375,3.3219,4.5406
0.0211,0.063,0.0329,0.542,3.1128,4.0851
0.0594,0.1371,0.0758,0.4749,4.1253,3.5424
0.0454,0.1177,0.0312,0.4848,6.2161,1.11
0.1009,0.0947,0.0926,0.467,4.8058,3.2372
0.0431,0.104,0.0798,0.5112,0.4456,7.0273
0.0363,0.0824,0.1041,0.4726,4.1761,3.2137
0.024,0.0809,0.0638,0.5262,2.3098,4.9261
0.1133,0.0693,0.0079,0.5261,3.9816,3.0461
0.0896,0.0927,0.1204,0.5563,3.8207,4.1896
0.027,0.0189,0.0866,0.519,1.5181,5.6521
0.0986,0.1347,0.1334,0.5006,-2.003,10.1107
0.1303,0.1251,0.0785,0.4503,4.2225,3.6657
0.0969,0.1406,0.0395,0.5433,2.0584,5.3703
0.1154,0.0914,0.1039,0.4505,4.2939,3.7369
0.1416,0.1163,0.0071,0.4232,3.5628,3.4546
0.0491,0.1027,0.0149,0.4666,4.3873,2.7317
0.0623,0.0347,0.039,0.5307,2.7103,4.6599
0.0457,0.0709,0.0935,0.5587,3.5863,3.9183
0.0757,0.1324,0.0199,0.4382,3.7298,3.4538
0.1164,0.0804,0.0316,0.4548,4.0531,3.2782
0.0339,0.0616,0.0246,0.4243,3.6787,3.5643
0.1167,0.0899,0.1089,0.5112,0.8679,7.1464
0.0534,0.0177,0.0127,0.4606,4.114,2.9763
0.0524,0.0529,0.0915,0.4692,4.4891,3.0955
